Song Title|Voicing|Arranger
GRANDMA'S FEATHER BED|SSAA|Joni Bescos
HAPPY BIRTHDAY|SSAA|Larry Wright
HARBOR LIGHTS|SSAA|Mary K. Coffman
HARD HEARTED HANNAH|SSAA|Betty Oliver
HARMONIZE THE WORLD|SSAA|Nancy Bergman
HAVE YOU EVER BEEN LONELY?|SSAA|Aileen Nightingale
HELLO DOLLY|SSAA|Carolyn Schmidt
HERE'S TO THE WINNERS|SSAA|Joni Bescos
HERNANDO'S HIDEAWAY|SSAA|Marge Bailey
HIGH HOPES|SSAA|Ann Minihane
HOME FOR THE HOLIDAYS|SSAA|Carolyn Schmidt
HOORAY FOR HOLLYWOOD|SSAA|Joni Bescos
HOT DIGGITY (DOG ZIGGITY BOOM)|SSAA|Muriel Berg
HOW WE SANG TODAY!|SSAA|Vicki Uhr
I BELIEVE IN MUSIC|SSAA|Jo Lund
I CAN'T RECALL HIS NAME|SSAA|Joe Liles
I DON'T KNOW WHY (I JUST DO)|SSAA|Buzz Haeger
I DON'T KNOW WHY/YOU MADE ME MED.|SSAA|Mary K. Coffman
I DON'T WANT TO WALK WITHOUT YOU|SSAA|Renee Craig
I ENJOY BEING A GIRL|SSAA|Jean Kane
I ENJOY BEING A GIRL -|SSAA|Jean Kane
I FEEL PRETTY|SSAA|Carolyn Schmidt
I GET THE BLUES WHEN IT RAINS|SSAA|Anita Barzilla
I GOT LOST IN HIS ARMS|SSAA|Jo Lund
I GOT THE SUN IN THE MORNING|SSAA|Joan D'Agostino
I JUST FOUND OUT ABOUT LOVE|SSAA|Brian Beck
I SAY A LITTLE PRAYER FOR YOU|SSAA|Tom Gentry
I SEE THE LIGHT|SSAA|Jay Krumbholz
I WANNA BE AROUND|SSAA|Carolyn Healey
I WANNA BE AROUND|SSAA|Dot Short
I WANNA BE LOVED BY YOU|SSAA|Jarmela Speta
I WANT A HIPPOPOTAMUS FOR CHRISTMAS|SSAA|Kay Bromert
I WILL FOLLOW HIM|SSAA|Tedda Lippincott
I WISH I COULD SHIMMY LIKE MY SISTER KATE|SSAA|Jo Lund
I'D LIKE TO TEACH THE WORLD TO SING|SSAA|Joni Bescos
I'LL BE HOME FOR CHRISTMAS|SSAA|Sylvia Alsbury
I'M ALL ALONE|SSAA|Floyd Connett
I'M ALONE BECAUSE I LOVE YOU|SSAA|Mary K. Coffman
I'M BACK IN LOVE/I'M IN LOVE AGAIN MEDLEY|SSAA|Betty Oliver
I'M BEGINNING TO SEE THE LIGHT|SSAA|Linda Masterson
I'M CONFESSIN' (THAT I LOVE YOU)|SSAA|Ann Minihane
I'M DANCING THIS DANCE IN THE WRONG ROMANCE|SSAA|Frank Marzocco
I'M GONNA LIVE 'TIL I DIE|SSAA|Unknown
I'M GONNA LOCK MY HEART (& THROW AWAY|SSAA|Jean Shook
I'M GONNA STEAL SOMEBODY ELSE'S BABY|SSAA|Avis Fellows
I'M OLD FASHIONED|SSAA|Jo Lund
I'M SITTIN' ON TOP OF THE WORLD|SSAA|Renee Craig
I'M THE ONE YOU'RE LOOKIN' FOR|SSAA|Marie Johnson
I'M THE ONE YOU'RE LOOKING FOR|SSAA|Marie Johnson
IF WE ALL SAID A PRAYER|SSAA|Renee Craig
IF YOU COULD READ MY MIND|SSAA|Judy Vidal
IF YOU SEE JOHNNY|SSAA|Nancy Bergman
IF YOU SEE JOHNNY (SALLY)|SSAA|Nancy Bergman
IMAGINE|SSAA|Marge Bailey
IN A SHANTY IN OLD SHANTY TOWN|SSAA|Renee Craig
IN MY LIFE|SSAA|Carolyn Schmidt
IN THE GARDEN|SSAA|Vicki Uhr
IN THE GOOD OLD SUMMERTIME|SSAA|Nancy Bergman
IS YOU IS OR IS YOU AIN'T MY BABY|SSAA|Lynnell Diamond
IT CAME UPON A MIDNIGHT CLEAR|SSAA|Floyd Connett
IT HAD TO BE YOU|SSAA|Carolyn Schmidt
IT HAD TO BE YOU - SSAA|SSAA|Carolyn Schmidt
IT MIGHT AS WELL BE SPRING|SSAA|Jo Lund
IT WAS ALMOST LIKE A SONG|SSAA|June Berg
IT'S A BRAND NEW DAY|SSAA|Joe Liles
IT'S A MILLION TO ONE YOU'RE IN LOVE|SSAA|Kay Bromert
IT'S A SMALL WORLD|SSAA|Mary K. Coffman
IT'S MY PARTY|SSAA|Carolyn Schmidt
IT'S NOT FOR ME TO SAY|SSAA|Carolyn Healey
IT'S TIME TO SING SWEET ADELINE AGAIN|SSAA|Mary Ann Wydra
IVORY RAG|SSAA|Region 21
JA-DA|SSAA|E/m Marie Johnson
JAVA JIVE|SSAA|June Dale
JAZZ ME BLUES|SSAA|Ann Minihane
JAZZIN' IN NEW ORLEANS|SSAA|Jo Lund
JINGLE BELLS|SSAA|Joni Bescos
JUKEBOX SATURDAY NIGHT|SSAA|Joni Bescos
JUST ONE OF THOSE THINGS (IT WAS)|SSAA|Joni Bescos
KEEP THE MUSIC RINGING|SSAA|Lynnell Diamond
KEEPIN' OUT OF MISCHIEF|SSAA|June Berg
KOKOMO|SSAA|Bev Sellers
LA CUCARACHA|SSAA|Kay Bromert
LAST NIGHT ON THE BACK PORCH|SSAA|Nancy Bergman
LET IT BE|SSAA|Norma Andersen
LET IT BE ME|SSAA|Dotty Hougen
LET ME CALL YOU SWEETHEART|SSAA|Jim Arns
LET ME ENTERTAIN YOU|SSAA|Jo Lund
LET ME SING AND I'M HAPPY|SSAA|Renee Craig
LET THERE BE PEACE ON EARTH|SSAA|Sylvia Alsbury
LET TONIGHT BE THE NIGHT|SSAA|Dot Calvin
LET US SING (A SHOW OPENER)|SSAA|Peg Millard
LET'S GET AWAY FROM IT ALL|SSAA|Barbara Bianchi
LET'S HEAR IT FOR THE BOY|SSAA|Mary Ann Wydra
LET'S SING AN OLD TIME SONG|SSAA|Renee Craig
LITTLE LADY MAKE BELIEVE|SSAA|June Berg
LITTLE LOCKET OF LONG AGO|SSAA|Suzy Lobaugh
LITTLE SAINT NICK|SSAA|June Berg
LITTLE THINGS MEAN A LOT|SSAA|June Dale
LOLLIPOP|SSAA|Tedda Lippincott
LONGER|SSAA|Betty Oliver
LOOKING THROUGH THE EYES OF LOVE|SSAA|June Berg
LOVE IN ANY LANGUAGE|SSAA|Avis Fellows
LOVE LETTERS|SSAA|Carolyn Healey
LOVE ME TENDER|SSAA|Norma Andersen
LOVE'S OLD SWEET SONG|SSAA|Joe Liles
LUCKY DAY|SSAA|Joni Bescos
LULLABY OF THE LEAVES|SSAA|Norma Andersen
MAKE BELIEVE|SSAA|Carolyn Healey
MAKE LOVE TO ME|SSAA|Barbara McNeill
MAKIN' LOVE UKULELE STYLE|SSAA|Nancy Bergman
MAMA GOES WHERE PAPA GOES|SSAA|Nancy Bergman
MARRIED MEDLEY|SSAA|Avis Fellows and Marie Johnson
MARY, YOU'RE A LITTLE BIT OLD- FASHIONED|SSAA|Mike Senter
MARY, YOU'RE A LITTLE BIT OLD-FASHIONED|SSAA|Mike Senter
MAY YOU ALWAYS|SSAA|Ann Minihane
MEAN TO ME|SSAA|Sylvia Alsbury
MEET ME IN ST. LOUIS, LOUIS|SSAA|Joni Bescos
MEMBERS COUNT!|SSAA|Marge Bailey
MERRY CHRISTMAS DARLING|SSAA|June Berg
MISS OTIS REGRETS|SSAA|Marge Bailey
MISTER SANDMAN|SSAA|Bertha Bradley
MOMENTS TO REMEMBER|SSAA|Lyle Pilcher
MOONLIGHT SERENADE|SSAA|Carolyn Healey
MUSIC IN MY MOTHER'S HOUSE|SSAA|Nancy Bergman
MUSKRAT RAMBLE|SSAA|Dot Short
MY BUDDY|SSAA|Norma Andersen
MY CUTEY'S DUE AT TWO-TO-TWO|SSAA|Kay Bromert
MY FOOLISH HEART|SSAA|Jean Kane
MY GUY|SSAA|Tedda Lippincott
MY HEART STOOD STILL|SSAA|Anna Maria Parker
MY MELANCHOLY BABY|SSAA|Dot Calvin
NATURALLY|SSAA|Joey Minshall
NEARER, MY GOD, TO THEE|SSAA|Leola Wright
NEVERTHELESS (I'M IN LOVE WITH YOU)|SSAA|Nancy Bergman
NICE 'N' EASY|SSAA|Doris Twardosky
NICE WORK IF YOU CAN GET IT|SSAA|Marsha Zwicker
NOVELTY SONGS & TAGS Novelty|SSAA|Various arrangers
NOVELTY SONGS AND TAGS Novelty|SSAA|Fred King
NOW IS THE HOUR|SSAA|Joan Adler
O COME ALL YE FAITHFUL|SSAA|Joni Bescos
O HOLY NIGHT|SSAA|Rebecca Wood and Avis Fellows
O, CANADA|SSAA|Norma Andersen
OH LITTLE TOWN OF BETHLEHEM|SSAA|Nancy Bergman
OH SUSANNA, DUST OFF THAT OLD PIANNA|SSAA|Carolyn Schmidt
OLD TEDDY BEAR|SSAA|Lynnell Diamond
OLD TIME HYMN MEDLEY|SSAA|Kay Bromert
OLD TIME RELIGION MEDLEY|SSAA|Betty Oliver
ON A SLOW BOAT TO CHINA|SSAA|Jo Lund
ON THE SUNNY SIDE OF THE STREET|SSAA|Ann Minihane
ONE BY ONE|SSAA|Frank Marzocco
ONE OF THOSE SONGS|SSAA|Kay Bromert
ONE VOICE|SSAA|Susan Heimburger
ONLY ME|SSAA|Kay Bromert
OVER THE RIVER AND THROUGH THE WOODS|SSAA|Norma Holzmeier
PAL OF MY CRADLE DAYS|SSAA|Lyle Pilcher
PLAY THAT BARBERSHOP CHORD|SSAA|Norma Andersen
PLEASE DON'T TALK ABOUT ME|SSAA|Ozzie Westley
PLEASE DON'T TALK ABOUT ME WHEN I'M GONE|SSAA|Ozzie Westley
POP, POP, POPIN, POPCORN|SSAA|Avis Fellows
PUT 'EM IN A BOX, TIE 'EM WITH A RIBBON|SSAA|Marsha Zwicker
PUT ON AN OLD PAIR OF SHOES|SSAA|Norma Andersen
PUTTIN' ON THE RITZ|SSAA|Kay Bromert
REACH|SSAA|Pat LeVezu and Joey Minshall
REMEMBER|SSAA|Linda Edmondson
RHYTHM IN MY NURSERY RHYMES (IF I HAD)|SSAA|Kay Griffin
ROCK AROUND THE CLOCK|SSAA|Norma Andersen
ROCKIN' ROBIN|SSAA|Tedda Lippincott
ROUTE SIXTY-SIX|SSAA|Marge Bailey
SATISFIED|SSAA|Mary K. Coffman
SAY IT WITH MUSIC|SSAA|Linda Edmondson
SCARLETT RIBBONS FOR HER HAIR|SSAA|Renee Craig
SEASONS OF LOVE|SSAA|Joey Minshall and Carolyn Schmidt
SECOND HAND ROSE|SSAA|Norma Andersen
SEEMS LIKE OLD TIMES|SSAA|Dorothy Short
SEND YOUR LOVE|SSAA|Renee Craig
SENTIMENTAL JOURNEY|SSAA|Audrey Oakley
SENTIMENTAL JOURNEY|SSAA|Joni Bescos
SEVENTY SIX TROMBONES|SSAA|Betty Oliver
SHINE ON HARVEST MOON|SSAA|Dot Calvin
SIDE BY SIDE|SSAA|Ruth Emley
SILENT NIGHT|SSAA|Floyd Connett
SILVER BELLS|SSAA|Kay Bromert
SING AND CELEBRATE!|SSAA|Sylvia Alsbury and Bev Sellers
SLEEPY TIME GAL|SSAA|Sylvia Alsbury
SLEIGH RIDE|SSAA|Norma Andersen
SMILE|SSAA|Dot Calvin
SOMEBODY LOVES YOU|SSAA|Dot Short
SOMEONE TO WATCH OVER ME|SSAA|June Berg
SOMEONE TO WATCH OVER ME|SSAA|Muriel Berg
SONG'S GOTTA COME FROM THE HEART|SSAA|Carolyn Healey
SONGBIRD|SSAA|Sharon Holmes
SONGS FOR HANUKKAH|SSAA|Anna Maria Parker
STAR SPANGLED BANNER|SSAA|Joni Besco
STAR SPANGLED BANNER|SSAA|Joni Bescos
STARS FELL ON ALABAMA|SSAA|Mary K. Coffman
STRAIGHTEN UP AND FLY RIGHT|SSAA|Mary K. Coffman
STRANGERS|SSAA|Nancy Bergman
SUGARTIME|SSAA|Marsha Zwicker
SUNNY SIDE UP|SSAA|Nancy Bergman
SWEET ADELINE|SSAA|Connett and Haeger
TAKE ME TO THE LAND OF JAZZ|SSAA|Mary K. Coffman
TAKING A CHANCE ON LOVE|SSAA|Avis Fellows
TEAMWORK|SSAA|Marsha Zwicker
TEARS ON MY PILLOW|SSAA|Marge Bailey
TEN FEET OFF THE GROUND|SSAA|Barbara Bianchi
THANK YOU VERY MUCH|SSAA|Suzy Lobaugh
THANK YOU, DEAR LORD, FOR MUSIC|SSAA|Mary K. Coffman
THANKS FOR THE MEMORY|SSAA|Marsha Zwicker
THAT GREAT COME AND GET IT DAY|SSAA|Jarmela Speta
THAT OLD BLACK MAGIC|SSAA|June Dale
THAT OLD FEELING|SSAA|Dot Calvin
THAT OLD GANG OF MINE|SSAA|Ann Minihane
THAT WONDERFUL MOTHER OF MINE|SSAA|Ann Minihane
THAT'S ENTERTAINMENT|SSAA|Renee Craig
THAT'S MY WEAKNESS NOW|SSAA|Norma Andersen
THAT'S WHAT FRIENDS ARE FOR|SSAA|Bev Sellers
THAT'S WHEN LIFE IS WORTH LIVING|SSAA|Tedda Lippincott
THE BAND PLAYED ON|SSAA|Renee Craig
THE BEST OF TIMES|SSAA|Tedda Lippincott
THE BOY NEXT DOOR|SSAA|Carolyn Healey
THE CHORDBUSTER'S MARCH|SSAA|Joe Liles
THE CHRISTMAS WALTZ|SSAA|Jo Lund
THE CHURCH BELLS ARE RINGING FOR MARY|SSAA|Barbara Bianchi
THE GREATEST LOVE OF ALL|SSAA|Jo Lund
THE JAZZ ME BLUES|SSAA|Carolyn Schmidt
THE LION SLEEPS TONIGHT|SSAA|Tedda Lippincott
THE LONESOMEST GIRL IN TOWN|SSAA|Joni Bescos
THE LONGEST TIME|SSAA|Kay Bromert
THE LORD BLESS YOU AND KEEP YOU|SSAA|Avis Fellows
THE LORD'S PRAYER|SSAA|Anna Maria
THE MAN ON THE FLYING TRAPEZE|SSAA|Jean Shook
THE NEARNESS OF YOU|SSAA|Carolyn Healey
THE RED ROSE RAG|SSAA|Margaret Raeside
THE SECRET OF CHRISTMAS|SSAA|Jarmela Speta
THE STAR SPANGLED BANNER|SSAA|Joni Bescos
THE STARS WILL REMEMBER|SSAA|Ann Minihane
THE WHITE CLIFFS OF DOVER|SSAA|Renee Craig
THE WINNERS' SONG|SSAA|Mary Ann Wydra
THEM THERE EYES|SSAA|Dave Stevens
THERE'S A SONG IN THE AIR|SSAA|Aileen Nightingale
THEY GO WILD, SIMPLY WILD, OVER ME|SSAA|June Berg
THEY GO WILD,SIMPLY WILD,OVER ME|SSAA|June Berg and Jo Kraut
THEY NEVER TOLD ME|SSAA|Mary Ann Wydra
THEY SAY IT'S WONDERFUL|SSAA|Charlene Yazurlo
THIS IS MY COUNTRY|SSAA|Nancy Bergman
THOSE LAZY, HAZY, CRAZY DAYS OF SUMMER|SSAA|Marge Bailey
THREE CAROLS FOR CHRISTMAS|SSAA|June Berg
TIME AFTER TIME|SSAA|June Berg
TIME AFTER TIME|SSAA|Norma Andersen
TOGETHER WHEREVER WE GO|SSAA|Betty Oliver
TOO MARVELOUS FOR WORDS|SSAA|Suzy Lobaugh
TOO YOUNG|SSAA|Sylvia Alsbury
TOORA LOORA LOORA|SSAA|Lynnell Diamond
TUXEDO JUNCTION|SSAA|June Dale
TWO (FOUR) OF A KIND|SSAA|Jo Lund
UNCHAINED MELODY|SSAA|Mary K. Coffman
UNFORGETTABLE|SSAA|Mary K. Coffman
UP ON THE ROOF|SSAA|June Berg
UP, UP AND AWAY|SSAA|Marge Bailey
VALENTINE|SSAA|June Berg
VAYA CON DIOS|SSAA|Kay Bromert
WAIT TILL THE SUN SHINES, NELLIE|SSAA|Unknown
WE NEED A LITTLE CHRISTMAS|SSAA|Tedda Lippincott
WE WISH YOU A MERRY CHRISTMAS|SSAA|Carolyn Schmidt
WE'LL GATHER LILACS|SSAA|Lynnell Diamond
WE'RE ALL IN THIS TOGETHER|SSAA|Lynnell Diamond
WE'RE ON TOP|SSAA|Tedda Lippincott
WE'RE THE CHILDREN THE HOPE OF THE WORLD|SSAA|David Wright
WEDDING SONG (THERE IS LOVE)|SSAA|June Dale
WHAT'LL I DO?|SSAA|Renee Craig
WHAT'LL YOU DO|SSAA|Joan Adler
WHEN I GROW TOO OLD TO DREAM|SSAA|Nancy Bergman
WHEN I LEAVE THE WORLD BEHIND|SSAA|Joni Bescos
WHEN I LOST YOU|SSAA|Carolyn Schmidt
WHEN I TAKE MY SUGAR TO TEA|SSAA|Renee Craig
WHEN I'M SIXTY-FOUR|SSAA|Carolyn Schmidt
WHEN MY SUGAR WALKS DOWN THE STREET|SSAA|Nancy Bergman
WHEN S/HE LOVED ME|SSAA|Rob Campbell
WHEN THE RED, RED ROBIN COMES BOB, BOB BOBBIN' ALONG|SSAA|Dot Calvin
WHEN THE RED, RED ROBIN COMES BOB, BOBBIN'|SSAA|Dot Calvin
WHEN THE SAINTS GO MARCHING IN|SSAA|Aileen Nightingale
WHEN YOU'RE SMILING|SSAA|Floyd Connett
WHERE HAVE MY OLD FRIENDS GONE?|SSAA|Joe Liles
WHERE IS LOVE?|SSAA|Kay Bromert
WHERE THE BOYS ARE|SSAA|Elaine Gain
WHERE THE BOYS ARE|SSAA|Marsha Zwicker
WHITE CHRISTMAS|SSAA|Nancy Bergman
WHITE WINGS|SSAA|June Berg
WHO DO YOU THINK YOU'RE FOOLIN'?|SSAA|Lynnell Diamond
WHO'LL DRY YOUR TEARS?|SSAA|Kay Bromert
WHO'LL TAKE MY PLACE (WHEN I'M GONE)|SSAA|Barbara Bianchi
WILL IT BE ME THIS TIME?|SSAA|Lynnell Diamond
WISHING|SSAA|Avis Fellows
WITH A SONG IN MY HEART|SSAA|Nancy Bergman
YESTERDAY|SSAA|Renee Craig
YOU CAN HAVE EV'RY LIGHT ON BROADWAY|SSAA|Jean Shook
YOU DON'T OWN ME|SSAA|Kay Bromert
YOU WANT LOVIN' BUT I WANT LOVE/HOW COME YOU DO ME LIKE YOU DO?|SSAA|Sharon Holmes
YOU WANTED SOMEONE TO PLAY WITH|SSAA|Sharon Holmes
YOU'LL NEVER KNOW|SSAA|Joni Bescos
YOU'LL NEVER WALK ALONE|SSAA|Carolyn Schmidt
YOU'RE BREAKING IN A NEW HEART (WHILE YOU'RE BREAKING MINE)|SSAA|June Berg
YOU'RE GETTING TO BE A HABIT WITH ME|SSAA|Lyle Pilcher
YOU'RE MY BABY|SSAA|Brian Beck
YOU'RE NEVER FULLY DRESSED WITHOUT A SMILE|SSAA|Ann Minihane
YOU'RE THE SPIRIT OF SWEET ADELINES|SSAA|Lynnell Diamond
YOU'VE GOT TO SEE MAMA EV'RY NIGHT|SSAA|Janet Landstrom
